athlete_id,athlete_display_name,team_display_name,o_rapm,d_rapm,rapm,o_pipm,d_pipm,pipm,delta,total_poss
5175898,Jacob Beccles,Cornell Big Red,1.54,0.09,1.63,2.93,2.5,5.43,3.8,1148.008215041846
4845368,Tru Washington,Miami Hurricanes,1.35,0.99,2.34,2.87,2.56,5.43,3.09,1364.0886560398935
5314636,Logan Kinsey,Denver Pioneers,2.08,-0.79,1.29,4.62,0.8,5.42,4.13,1600.3950361713676
4683757,Kowacie Reeves Jr.,Georgia Tech Yellow Jackets,0.03,0.91,0.94,2.29,3.12,5.41,4.47,1553.8689658627432
5174957,Conrad Martinez,High Point Panthers,2.41,1.07,3.4800000000000004,4.02,1.39,5.409999999999999,1.93,1345.2381285411666
5113385,Kellan Boylan,Lipscomb Bisons,0.25,1.19,1.44,1.2,4.2,5.4,3.96,708.1085309833096
5314340,Tolu Samuels,Southern Indiana Screaming Eagles,0.06,0.49,0.55,3.45,1.95,5.4,4.85,1342.5337801983785
5105827,Cale Jacobsen,Nebraska Cornhuskers,0.19,2.02,2.21,0.16,5.24,5.4,3.19,1070.567477129808
5105468,Trevan Leonhardt,Utah Valley Wolverines,1.16,1.53,2.69,2.68,2.72,5.4,2.71,1900.1402164837175
5242601,Gabe Pickens,New Mexico State Aggies,-0.27,1.89,1.62,-0.31,5.7,5.390000000000001,3.77,1041.2856168924293
4895786,Isaiah Manning,Sam Houston Bearkats,0.25,0.93,1.1800000000000002,1.29,4.1,5.39,4.21,589.204800155418
5177533,Sean Smith,Middle Tennessee Blue Raiders,0.97,0.56,1.53,3.51,1.88,5.39,3.86,1258.629828113837
5060733,Divine Ugochukwu,Michigan State Spartans,0.54,0.85,1.39,2.38,2.99,5.37,3.98,568.6959780681689
5105681,Josh Rivera,Seton Hall Pirates,0.18,0.94,1.12,1.86,3.5,5.36,4.24,576.1869999470915
5105855,Camden Heide,Texas Longhorns,1.84,-0.03,1.81,4.49,0.87,5.36,3.55,1188.1916069115073
4703977,Melvyn Ebonkoli,NJIT Highlanders,0.1,1.56,1.66,0.15,5.21,5.36,3.7,912.9312574007414
5176077,Joshua Ingram,Lehigh Mountain Hawks,0.05,0.96,1.01,1.93,3.43,5.36,4.35,1955.3994326589427
5110173,Zytarious Mortle,Texas Southern Tigers,0.23,1.22,1.45,1.42,3.94,5.359999999999999,3.91,986.9032641838576
5311919,Elias Rapieque,Kansas State Wildcats,0.96,0.39,1.35,3.33,2.02,5.35,4.0,562.9627808277584
5171788,Eduardo Klafke,Ole Miss Rebels,0.68,0.33,1.01,3.22,2.12,5.34,4.33,856.3183884636027
4432515,Jacob Crews,Missouri Tigers,1.91,-0.16,1.75,5.32,0.02,5.34,3.59,1133.8591820036245
5101850,Christian Gurdak,Virginia Tech Hokies,-0.14,1.72,1.58,-0.61,5.95,5.34,3.76,853.8996827528263
5313560,Wes Enis,South Florida Bulls,1.85,1.22,3.0700000000000003,3.34,2.0,5.34,2.27,1897.2686849918648
5174858,Franck Emmou,Texas State Bobcats,1.56,-0.01,1.55,5.84,-0.51,5.33,3.78,1127.8956531974327
5313054,Ace Glass,Washington State Cougars,0.9,0.33,1.23,2.46,2.86,5.32,4.09,1610.194401890696
5108770,Jevin Muniz,Colorado State Rams,1.91,-0.05,1.86,4.2,1.11,5.3100000000000005,3.45,1596.0308484359005
5144375,Larry Johnson,McNeese Cowboys,1.85,0.87,2.72,4.49,0.81,5.300000000000001,2.58,1365.9456762289049
5107782,Donovan Dent,UCLA Bruins,1.47,0.39,1.86,3.33,1.97,5.3,3.44,1820.7699392418615
5174937,Takai Simpkins,Oregon Ducks,0.44,0.34,0.78,3.08,2.21,5.29,4.51,1638.3214534019137
5313138,Miles Amos,Seattle U Redhawks,0.43,1.16,1.59,2.05,3.24,5.29,3.7,554.3691708130337
5106600,Jordan Derkack,Dayton Flyers,0.61,1.25,1.86,2.37,2.92,5.29,3.43,1199.2263118676665
5107781,Braden Appelhans,Drake Bulldogs,0.65,0.82,1.47,2.29,3.0,5.29,3.82,629.6257903940981
4896363,Zach Keller,Utah State Aggies,1.14,0.92,2.06,2.74,2.54,5.28,3.22,747.2636429541498
5281369,Dominykas Pleta,Iowa State Cyclones,0.81,0.76,1.57,2.7,2.58,5.28,3.71,634.680426364755
5106773,Justin Thomas,Bowling Green Falcons,0.32,1.8,2.12,1.1,4.18,5.279999999999999,3.16,1372.5008681860097
5241342,Brayden Maldonado,Seattle U Redhawks,0.25,1.47,1.72,2.53,2.74,5.27,3.55,1548.277187031916
4873145,Donnie Freeman,Syracuse Orange,0.99,0.74,1.73,2.45,2.82,5.27,3.54,1230.080545934566
5105529,Riley Kugel,UCF Knights,1.06,0.59,1.65,2.5,2.74,5.24,3.59,1511.694136845836
5175352,Ofri Naveh,Oral Roberts Golden Eagles,-0.53,1.3,0.77,0.08,5.16,5.24,4.47,1595.1117884052685
5189257,Anthony Johnson,Arizona State Sun Devils,1.18,-0.03,1.15,4.32,0.9,5.220000000000001,4.07,1438.0538487278495
5107655,Arnas Sakenis,SIU Edwardsville Cougars,-0.72,2.28,1.5599999999999998,-0.8,6.02,5.22,3.66,1282.7580285570566
4895776,Devin Royal,Ohio State Buckeyes,1.73,0.73,2.46,2.6,2.61,5.21,2.75,1664.397204411811
5315598,Kenyon Aguino,Montana Grizzlies,0.3,1.47,1.77,0.96,4.25,5.21,3.44,1336.211962438739
4433606,John Christofilis,Seattle U Redhawks,-0.09,1.77,1.68,0.75,4.45,5.2,3.52,919.00288025036
5241062,Veniamin Abosi,San Francisco Dons,0.91,0.43,1.34,3.65,1.55,5.2,3.86,713.2072553034731
5105626,Tyler Bilodeau,UCLA Bruins,1.78,0.17,1.95,4.0,1.2,5.2,3.25,1513.506467232982
5176669,Cliff Davis,James Madison Dukes,1.46,-0.01,1.45,4.6,0.6,5.199999999999999,3.75,1722.818799793882
4712834,Dashon Gittens,Sacred Heart Pioneers,1.3,-0.37,0.93,4.15,1.04,5.19,4.26,1857.7837258918944
5313007,Tama Isaac,UC Irvine Anteaters,-0.53,2.63,2.0999999999999996,-0.64,5.83,5.19,3.09,1623.1081961120617
5174608,Tunde Vahlberg Fasasi,William & Mary Tribe,1.45,0.43,1.88,4.0,1.19,5.1899999999999995,3.31,1555.7472183632206
5314327,Vince Dawson III,Morehead State Eagles,1.16,0.7,1.86,3.05,2.14,5.1899999999999995,3.33,882.1225160149396
5175657,Darryl Simmons II,St. Bonaventure Bonnies,1.57,0.03,1.6,4.19,0.99,5.180000000000001,3.58,2023.300582928113
5313873,Roman Domon,Murray State Racers,1.7,0.32,2.02,3.47,1.71,5.18,3.16,1372.964447823332
5108925,Alonzo Dodd,App State Mountaineers,0.65,1.22,1.87,2.18,2.99,5.17,3.3,1605.230710744303
5242775,Josh Ahayere,Colgate Raiders,1.01,0.77,1.78,2.68,2.49,5.17,3.39,1337.8592158662589
4685004,Riley Mulvey,Siena Saints,0.59,0.56,1.15,2.57,2.59,5.16,4.01,681.0492472803252
5176686,KC Ugwuakazi,Merrimack Warriors,-0.17,1.14,0.97,0.47,4.69,5.16,4.19,971.1513430142372
5176280,Kael Combs,Iowa Hawkeyes,0.9,1.44,2.34,1.49,3.67,5.16,2.82,1300.1777454243097
4703393,Devin Tillis,Virginia Cavaliers,0.84,0.9,1.74,2.39,2.77,5.16,3.42,757.3439496799684
5240521,Jayden Fort,Georgetown Hoyas,0.19,1.22,1.41,1.12,4.03,5.15,3.74,753.377806358381
5176218,Isaac Taveras,Southern Miss Golden Eagles,0.22,0.93,1.15,1.24,3.91,5.15,4.0,1000.097937078783
5126036,Niccolo Moretti,Florida Atlantic Owls,0.39,1.05,1.44,1.66,3.49,5.15,3.71,1484.450769409186
4898194,Keaton Norris,Samford Bulldogs,0.68,1.07,1.75,0.88,4.27,5.1499999999999995,3.4,1550.926686612579
5175655,Lase Olalere,Charleston Southern Buccaneers,0.44,0.74,1.18,1.96,3.18,5.140000000000001,3.96,906.586611315568
5095153,Jasper Johnson,Kentucky Wildcats,0.97,0.78,1.75,3.21,1.93,5.14,3.39,724.173347089864
5106806,Logan Woods,Wright State Raiders,1.2,0.55,1.75,3.26,1.88,5.14,3.39,1075.462285621547
5311581,Prince Johnson,Eastern Illinois Panthers,0.14,1.28,1.42,0.64,4.5,5.14,3.72,548.352402358696
5241608,Je'Shawn Stevenson,North Texas Mean Green,-0.21,1.91,1.7,1.03,4.1,5.13,3.43,1778.0691644152969
5241605,Chidi Chiakwelu,Presbyterian Blue Hose,0.31,0.82,1.13,1.7,3.43,5.13,4.0,606.5667112926178
5106667,Elijah Perkins,Saint Peter's Peacocks,-0.14,1.54,1.4,0.1,5.02,5.119999999999999,3.72,897.8604447090545
4869737,Wesley Yates III,Washington Huskies,0.96,0.61,1.5699999999999998,2.87,2.24,5.11,3.54,1443.411666335554
5242438,Aly Tounkara,Arkansas State Red Wolves,0.03,1.76,1.79,-0.03,5.13,5.1,3.31,1017.9422254669744
5103589,Brock Harding,TCU Horned Frogs,0.47,1.69,2.16,1.45,3.64,5.09,2.93,1809.5949593830771
5105832,Nick Martinelli,Northwestern Wildcats,1.69,-0.17,1.52,4.96,0.12,5.08,3.56,1897.316080750545
5242922,Justice Shoats,Siena Saints,0.98,1.22,2.2,2.94,2.14,5.08,2.88,1930.9627322490803
5108811,Ethan Roberts,Pennsylvania Quakers,1.09,0.47,1.56,3.84,1.23,5.07,3.51,1182.459432662766
5238184,Samet Yigitoglu,SMU Mustangs,1.08,1.26,2.34,0.84,4.23,5.07,2.73,1673.598721002841
5241753,Jordan Brathwaite,Yale Bulldogs,2.34,-0.44,1.9,5.96,-0.89,5.07,3.17,934.6160747545056
4895789,Noah Barnett,Vermont Catamounts,1.03,0.64,1.67,2.66,2.41,5.07,3.4,1087.8237701711926
5106863,Nik Graves,Creighton Bluejays,1.68,-0.3,1.38,5.53,-0.47,5.0600000000000005,3.68,1440.08277107973
5242946,Jaiden Feroah,Southern Utah Thunderbirds,0.65,0.1,0.75,3.42,1.63,5.05,4.3,1695.874757018668
4590359,Matthew Mors,South Dakota State Jackrabbits,1.26,0.39,1.65,3.78,1.27,5.05,3.4,1478.8789376786756
5313685,Hampton Sanders,Columbia Lions,0.71,0.67,1.38,2.82,2.23,5.05,3.67,728.6014486694229
4897387,Allen Strothers,East Tennessee State Buccaneers,0.43,1.69,2.12,0.7,4.35,5.05,2.93,1203.1694992784865
4702596,Niko Rocak,UC Davis Aggies,0.12,1.31,1.4300000000000002,0.91,4.13,5.04,3.61,1361.022726430153
5239825,Sean Blake,Vermont Catamounts,1.44,0.47,1.91,3.44,1.59,5.03,3.12,1580.9108900556944
5106734,Chase Lowe,William & Mary Tribe,0.95,0.7,1.65,3.0,2.02,5.02,3.37,1319.2700079823744
5106647,Thierno Sylla,Memphis Tigers,-0.31,1.28,0.97,-0.7,5.72,5.02,4.05,542.8563463199431
4873115,TJ Williams,Wichita State Shockers,2.13,0.04,2.17,5.42,-0.4,5.02,2.85,1178.9339629126732
5107295,TJ Hurley,Vermont Catamounts,1.05,0.79,1.84,2.22,2.79,5.01,3.17,1649.9819275976065
5105980,Kellen Thames,Saint Louis Billikens,0.84,1.27,2.11,1.21,3.79,5.0,2.89,974.2142107092924
5176755,Jordan Marsh,USC Trojans,0.78,0.63,1.41,2.75,2.25,5.0,3.59,948.0115937077776
5105781,Garfield Turner,Drexel Dragons,-0.09,1.43,1.34,0.4,4.59,4.99,3.65,951.6776430154476
4433611,Randy Brady,South Alabama Jaguars,0.88,1.17,2.05,2.49,2.5,4.99,2.94,1334.6296246732124
5311888,Joe Grahovac,St. Bonaventure Bonnies,1.16,0.52,1.68,2.98,2.01,4.99,3.31,1008.9612697256604
4702522,Trae Broadnax,Rice Owls,0.86,0.14,1.0,3.21,1.78,4.99,3.99,1559.7064313633275
4702961,Sam Silverstein,UIC Flames,0.6,0.86,1.46,2.63,2.36,4.99,3.53,1170.8300591599989
5105785,Max Mackinnon,LSU Tigers,1.67,0.05,1.72,3.5,1.48,4.98,3.26,1630.4394194431377
5177694,Money Williams,Montana Grizzlies,1.05,0.67,1.7200000000000002,3.49,1.49,4.98,3.26,1853.911273279236
5103571,Jamari McDowell,Kansas Jayhawks,0.45,1.37,1.82,1.18,3.8,4.9799999999999995,3.16,983.7892661381994
5313575,TJ Cope,New Orleans Privateers,0.98,-0.08,0.9,3.87,1.1,4.970000000000001,4.07,1155.3693671486203
5061596,Robert Miller III,LSU Tigers,0.34,0.91,1.25,1.04,3.93,4.970000000000001,3.72,955.092129250087
4702467,Devin Askew,Villanova Wildcats,0.71,1.0,1.71,1.83,3.14,4.970000000000001,3.26,1209.521626109274
4897951,Zaire Williams,Mercer Bears,1.7,0.39,2.09,3.82,1.15,4.97,2.88,1593.8008053792294
5175415,Dejour Reaves,Fordham Rams,-0.01,1.59,1.58,1.4,3.57,4.97,3.39,1692.546472692147
5252289,Kose Egbule,James Madison Dukes,0.63,0.43,1.06,2.65,2.31,4.96,3.9,582.0316666754987
4684812,Colin Smith,UC Santa Barbara Gauchos,1.23,0.4,1.63,3.19,1.77,4.96,3.33,1507.6403921424126
5107844,Jed Miller,Montana State Bobcats,1.01,0.52,1.53,3.35,1.61,4.96,3.43,1831.511460422041
5177520,Bilal Abdur-Rahman,Alabama A&M Bulldogs,0.67,0.63,1.3,2.52,2.44,4.96,3.66,623.641868901789
5177557,Roderick Coffee III,Grambling Tigers,-0.86,1.51,0.65,1.09,3.86,4.95,4.3,1739.088856176995
5313569,Peitok Machar,McNeese Cowboys,1.17,0.67,1.84,3.47,1.48,4.95,3.11,675.9043521974401
5313696,Keith Palek III,Missouri State Bears,1.29,0.43,1.72,3.35,1.59,4.94,3.22,1832.2413628355157
5149115,Allen Graves,Santa Clara Broncos,1.54,0.24,1.78,3.76,1.18,4.9399999999999995,3.16,1268.3680799188085
5314503,Andrew Urosevic,Lehigh Mountain Hawks,0.88,0.37,1.25,3.56,1.38,4.9399999999999995,3.69,883.7950118376848
4683767,Mookie Cook,San Francisco Dons,1.24,0.17,1.41,4.17,0.77,4.9399999999999995,3.53,882.234327428687
5105569,Filip Borovicanin,Xavier Musketeers,1.52,-0.62,0.9,4.76,0.17,4.93,4.03,1811.480604589892
5107567,Kyle Evans,UC Irvine Anteaters,0.58,1.41,1.99,2.84,2.09,4.93,2.94,1669.723870577351
5243212,Kanon Catchings,Georgia Bulldogs,2.41,-0.19,2.22,5.18,-0.25,4.93,2.71,1336.4028748629576
5311759,Chandler Bing,Vanderbilt Commodores,1.83,-0.38,1.4500000000000002,5.64,-0.71,4.93,3.48,819.856694542031
5313936,Ras Elijah Godbolt,Fairleigh Dickinson Knights,0.32,0.82,1.14,1.83,3.09,4.92,3.78,554.7055610208804
4598611,Jalen Celestine,Cincinnati Bearcats,0.39,1.16,1.5499999999999998,2.05,2.87,4.92,3.37,1277.2359457115945
5241397,Michael Osei-Bonsu,Missouri State Bears,0.61,0.87,1.48,1.68,3.24,4.92,3.44,1401.4758202172682
5106867,Leo Beath,UC San Diego Tritons,0.89,1.09,1.98,2.83,2.08,4.91,2.93,1765.610459443864
5241454,Jaden Jackson,South Dakota State Jackrabbits,0.83,0.68,1.51,2.35,2.56,4.91,3.4,1700.0291461666582
5240392,Ja'Borri McGhee,Mississippi State Bulldogs,0.34,0.53,0.8700000000000001,1.98,2.93,4.91,4.04,1212.9646565124688
5241269,Jojo Anderson,Eastern Washington Eagles,0.97,-0.06,0.91,3.34,1.56,4.9,3.99,1193.056907413418
5241728,Tey Barbour,Harvard Crimson,0.98,0.68,1.66,3.73,1.15,4.88,3.22,1535.228168034718
5037880,Carey Booth,Colorado State Rams,2.12,-0.2,1.92,4.83,0.05,4.88,2.96,1280.713066552678
5176385,Kyle Pock,Northern Iowa Panthers,-0.49,1.88,1.39,-1.16,6.04,4.88,3.49,674.0177046166468
5105495,Braden Housley,Utah Valley Wolverines,0.91,1.04,1.95,2.89,1.97,4.86,2.91,1178.8595251866648
5311887,Cayden Charles,St. Bonaventure Bonnies,1.58,0.01,1.59,3.99,0.87,4.86,3.27,1890.284389241251
5239570,Grayson Grove,Minnesota Golden Gophers,0.16,0.79,0.95,1.13,3.73,4.859999999999999,3.91,958.0183418823118
4873090,Labaron Philon Jr.,Alabama Crimson Tide,2.31,-0.21,2.1,4.36,0.49,4.8500000000000005,2.75,1673.243161752704
5108762,Isaac Jack,Pacific Tigers,0.62,0.7,1.3199999999999998,2.28,2.57,4.85,3.53,1163.664119770859
5241408,Max Weisbrod,Northern Iowa Panthers,-0.14,2.18,2.04,-0.03,4.88,4.85,2.81,1376.4659661506105
5241629,Kamryn Thomas,Omaha Mavericks,1.21,-0.12,1.09,4.0,0.84,4.84,3.75,986.2048283001016
5095154,Sebastian Williams-Adams,Auburn Tigers,1.29,0.24,1.53,2.46,2.37,4.83,3.3,1524.143172832025
5106660,Simeon Cottle,Kennesaw State Owls,1.1,0.06,1.16,4.12,0.71,4.83,3.67,901.498996853548
5105538,Kimani Hamilton,UNLV Rebels,-0.17,1.31,1.14,-0.28,5.11,4.83,3.69,1660.2967809447714
5060712,Terrence Hill Jr.,VCU Rams,1.75,0.56,2.31,3.47,1.36,4.83,2.52,1417.416266624385
5108091,Magnus Entenmann,Kent State Golden Flashes,0.72,0.6,1.3199999999999998,2.57,2.26,4.83,3.51,676.7112964878419
5241737,Brandon Maclin,DePaul Blue Demons,-0.22,1.01,0.79,1.62,3.21,4.83,4.04,1341.748051004154
4712866,Isaac Traudt,Creighton Bluejays,0.74,0.73,1.47,2.22,2.6,4.82,3.35,991.8220675579148
5176315,Colby Garland,San José State Spartans,0.78,-1.04,-0.26,3.35,1.47,4.82,5.08,1691.8603127770966
5108093,Delrecco Gillespie,Kent State Golden Flashes,1.57,0.48,2.05,2.97,1.84,4.8100000000000005,2.76,1880.3267527088435
5174631,Ryan Soulis,Columbia Lions,0.67,0.81,1.48,2.0,2.81,4.8100000000000005,3.33,867.9856872577798
5312014,Luka Bogavac,North Carolina Tar Heels,0.82,1.59,2.41,1.0,3.79,4.79,2.38,1327.6836395715377
5147928,Thierry Darlan,Santa Clara Broncos,0.71,1.11,1.82,1.06,3.72,4.78,2.96,1136.9338624546629
5105471,Ethan Potter,Utah Tech Trailblazers,1.34,-0.18,1.16,4.13,0.65,4.78,3.62,1749.1031286611235
5255260,Elijah Perryman,Utah State Aggies,0.39,1.39,1.7799999999999998,0.74,4.04,4.78,3.0,841.8514486479596
5311861,Roor Akhuar,Fordham Rams,0.1,1.41,1.51,0.91,3.87,4.78,3.27,795.3758891909581
5241755,Riley Fox,Yale Bulldogs,1.75,0.05,1.8,4.16,0.61,4.7700000000000005,2.97,890.6950719301618
5313700,Cam Hiatt,Dartmouth Big Green,0.81,0.61,1.42,2.55,2.22,4.77,3.35,719.4631590369
5107164,Cam Thrower,Pennsylvania Quakers,0.45,1.03,1.48,1.94,2.82,4.76,3.28,757.2419944700706
5312182,Jonah Butler,Stony Brook Seawolves,-0.03,0.92,0.89,0.91,3.85,4.76,3.87,651.1816724507918
5190926,Kobi Williams,Missouri State Bears,1.35,0.33,1.6800000000000002,3.72,1.04,4.76,3.08,1929.413641957872
5177744,Cameron Faas,Fresno State Bulldogs,-0.38,1.76,1.38,-0.43,5.18,4.75,3.37,1048.502350017534
5175785,Keonte Jones,Dayton Flyers,-0.09,2.18,2.0900000000000003,-0.15,4.9,4.75,2.66,1723.9255730917623
5144099,Patton Pinkins,Ole Miss Rebels,0.48,0.34,0.8200000000000001,2.56,2.19,4.75,3.93,1445.7275891033323
5242583,Chike Ndefo,Towson Tigers,-0.03,1.43,1.4,0.28,4.47,4.75,3.35,660.3527792364235
4685646,Taison Chatman,Ohio State Buckeyes,0.99,0.19,1.18,3.5,1.24,4.74,3.56,573.1681273100222
5176799,Collin Kuhl,Stetson Hatters,0.13,0.99,1.12,0.24,4.5,4.74,3.62,1261.635351495073
5196916,Braylon Mullins,UConn Huskies,1.12,0.98,2.1,2.41,2.31,4.720000000000001,2.62,1212.5720429475575
5174946,Kobe Rodgers,Louisville Cardinals,0.64,1.24,1.88,1.48,3.24,4.720000000000001,2.84,773.9916703564434
4845358,Layden Blocker,DePaul Blue Demons,-0.62,1.53,0.91,0.06,4.66,4.72,3.81,1563.0522424521828
5107986,Ose Okojie,Howard Bison,0.65,1.76,2.41,1.31,3.4,4.71,2.3,1418.6880993057814
5314192,Antonio Chandler,Siena Saints,0.79,0.59,1.38,3.09,1.61,4.7,3.32,1006.929487636142
5107797,Paul Otieno,Saint Louis Billikens,0.36,1.67,2.03,-0.01,4.71,4.7,2.67,930.439465791925
5107375,Sam Alexis,Indiana Hoosiers,1.07,0.37,1.44,3.12,1.58,4.7,3.26,1090.29447449821
4432196,Jayden Stone,Missouri Tigers,1.68,-0.46,1.22,4.91,-0.21,4.7,3.48,1284.7410547901643
5175033,Jizzle James,Cincinnati Bearcats,1.25,0.38,1.63,4.4,0.3,4.7,3.07,1132.642592852504
5176240,Magoon Gwath,San Diego State Aztecs,-0.32,1.74,1.42,-0.77,5.47,4.699999999999999,3.28,818.8693486489199
5242621,Elijah Lewis,Marist Red Foxes,-0.06,1.81,1.75,1.05,3.64,4.69,2.94,1155.337650458704
5176324,Evan Otten,Idaho State Bengals,0.93,0.26,1.19,2.69,2.0,4.6899999999999995,3.5,774.5866231165294
5108049,Anthony McComb III,Norfolk State Spartans,1.09,0.36,1.4500000000000002,3.84,0.84,4.68,3.23,1874.5740421454136
5314195,Francis Folefac,Siena Saints,0.06,1.45,1.51,0.52,4.16,4.68,3.17,1481.8828523835937
5313888,Carter Hopoi,Valparaiso Beacons,0.71,0.56,1.27,2.65,2.02,4.67,3.4,810.479170813627
5314511,Alex Wilkins,Furman Paladins,1.39,0.69,2.08,3.05,1.62,4.67,2.59,1683.10334789712
4701217,Hunter Erickson,Hawai'i Rainbow Warriors,0.2,2.07,2.27,1.2,3.47,4.67,2.4,1757.4024706044067
4705373,Freddy Hicks,Tarleton State Texans,0.63,0.59,1.22,3.39,1.27,4.66,3.44,1225.401491198336
5175726,Tyshawn Archie,McNeese Cowboys,0.73,1.65,2.38,1.06,3.6,4.66,2.28,1383.9500846065994
5107321,Amarri Monroe,Quinnipiac Bobcats,-0.3,1.54,1.24,0.17,4.48,4.65,3.41,1741.5824915697824
5313879,Rashund Washington Jr.,UIC Flames,1.09,0.63,1.7200000000000002,3.36,1.29,4.65,2.93,1237.2916819994236
5175065,Alex Cotton,Howard Bison,1.51,1.11,2.62,3.89,0.76,4.65,2.03,1385.7614712735688
5311735,Declan Wucherpfennig,Fairfield Stags,0.72,1.07,1.79,1.86,2.79,4.65,2.86,1788.7853250580465
5313527,Tyler Smith,South Carolina Upstate Spartans,-0.12,1.16,1.04,1.06,3.59,4.65,3.61,1175.3554851631393
5142710,DeWayne Brown II,Tennessee Volunteers,0.94,0.74,1.68,2.73,1.92,4.65,2.97,796.6114190309422
5105337,Maliq Brown,Duke Blue Devils,1.0,1.36,2.3600000000000003,1.44,3.19,4.63,2.27,1118.4385635813182
5105841,Felix Okpara,Tennessee Volunteers,1.32,0.94,2.26,2.5,2.13,4.63,2.37,1334.9965635386122
5177732,Chuck Bailey III,Nevada Wolf Pack,0.72,0.63,1.35,2.42,2.2,4.62,3.27,950.9437680036102
5175404,Bailey Nunn,Cal State Fullerton Titans,0.97,0.21,1.18,3.37,1.25,4.62,3.44,784.5799886981597
5060696,Arrinten Page,Northwestern Wildcats,0.76,0.52,1.28,2.18,2.44,4.62,3.34,1077.5545068922318
5242267,Guzman Vasilic,Cal Poly Mustangs,0.54,0.41,0.95,2.3,2.32,4.619999999999999,3.67,1311.6087211432848
5313164,Armelo Boone,Western Kentucky Hilltoppers,0.46,0.96,1.42,1.23,3.38,4.609999999999999,3.19,1262.193144913878
5107230,Nate Brafford,Charleston Southern Buccaneers,0.38,0.84,1.22,1.86,2.74,4.6000000000000005,3.38,1140.862825456869
5060688,Jamie Kaiser Jr.,Butler Bulldogs,1.05,0.27,1.32,2.95,1.65,4.6,3.28,1497.1633002347787
5176765,Chris Loofe,Middle Tennessee Blue Raiders,0.44,1.04,1.48,1.33,3.27,4.6,3.12,1305.6155626284278
5060699,Rashaud Marshall,Austin Peay Governors,1.18,0.52,1.7,3.36,1.24,4.6,2.9,1603.259684549372
4711402,Jordan Ross,Georgia Bulldogs,0.91,1.09,2.0,1.3,3.3,4.6,2.6,1190.3486146607231
5106727,Dylan Williamson,Towson Tigers,0.19,1.24,1.43,2.2,2.39,4.59,3.16,1947.746025808317
5243136,Jaylen Washington,UT Rio Grande Valley Vaqueros,1.68,0.19,1.87,4.4,0.18,4.58,2.71,1447.3567660084725
4905250,Mekhi Mason,Wake Forest Demon Deacons,0.98,0.55,1.53,2.56,2.01,4.57,3.04,1111.694425687973
5177717,Malek Gomma,Weber State Wildcats,1.33,0.39,1.7200000000000002,2.85,1.72,4.57,2.85,1379.3164770734495
5105657,AJ Rohosy,Stanford Cardinal,1.02,0.35,1.37,2.71,1.85,4.5600000000000005,3.19,1048.3393527910605
5176400,Jahari Williamson,Kent State Golden Flashes,1.18,0.47,1.65,2.85,1.71,4.5600000000000005,2.91,1480.4731458839944
5108082,Jakevion Buckley,New Orleans Privateers,-0.08,0.61,0.53,0.53,4.03,4.5600000000000005,4.03,1865.9159169124464
5107264,Marquel Sutton,LSU Tigers,1.73,-0.24,1.49,3.86,0.7,4.56,3.07,1638.681035819582
5105778,Shane Blakeney,Drexel Dragons,-0.12,1.2,1.08,1.76,2.78,4.54,3.46,1814.0830344850465
4845361,Jackson Shelstad,Oregon Ducks,0.88,0.18,1.06,3.9,0.64,4.54,3.48,721.6395625175551
5105875,Mike Sharavjamts,South Carolina Gamecocks,0.27,0.59,0.86,1.42,3.12,4.54,3.68,1595.5910280182702
5312322,Jaquan Womack,Towson Tigers,0.17,1.56,1.73,0.38,4.16,4.54,2.81,1018.2742096210952
5242130,Brett Decker Jr.,Liberty Flames,2.32,-0.16,2.1599999999999997,4.89,-0.36,4.529999999999999,2.37,1721.0591894905676
4858606,Corey Chest,Ole Miss Rebels,-0.34,1.33,0.99,-0.85,5.37,4.5200000000000005,3.53,746.5586799738811
5060718,Jaye Nash,Jacksonville State Gamecocks,1.25,0.38,1.63,4.08,0.44,4.5200000000000005,2.89,1353.1165777184472
5175364,Caedin Hamilton,Marquette Golden Eagles,-0.29,1.43,1.14,-0.44,4.96,4.52,3.38,710.3749752470632
5105790,Sencire Harris,Cincinnati Bearcats,-0.66,2.1,1.44,-1.25,5.77,4.52,3.08,893.1707013917697
5175672,Carl Parrish,Presbyterian Blue Hose,0.2,0.96,1.16,1.47,3.05,4.52,3.36,1811.5513312457176
5241931,Jovan Jester Jr.,UC Irvine Anteaters,0.02,1.49,1.51,0.58,3.93,4.51,3.0,959.4128896045736
5241383,Josiah LeGree,Morehead State Eagles,0.51,0.52,1.03,2.81,1.7,4.51,3.48,987.8926297837172
5105555,Tobe Awaka,Arizona Wildcats,1.89,0.55,2.44,4.24,0.27,4.51,2.07,1265.4407706880434
5313953,Eli Greenberg,Le Moyne Dolphins,0.08,0.94,1.02,1.15,3.36,4.51,3.49,748.2331588649847
5176046,Jalen Cox,Colgate Raiders,0.67,0.46,1.13,1.65,2.86,4.51,3.38,1771.145397330158
5241483,TJ Burch,Wright State Raiders,0.45,1.13,1.5799999999999998,0.42,4.08,4.5,2.92,1419.692584541025
5037876,Micah Robinson,TCU Horned Frogs,0.19,1.46,1.65,0.44,4.06,4.5,2.85,1472.5461895325236
4593739,Morgan Safford,Kent State Golden Flashes,1.25,0.31,1.56,2.72,1.78,4.5,2.94,1743.4137974484988
5117627,Pearson Carmichael,Boise State Broncos,0.75,0.69,1.44,1.71,2.79,4.5,3.06,963.4449669066385
